736.23,737.3399999999999
738.3,737.2149999999999
739.58,739.02
738.95,739.3299999999999
739.42,739.04
739.03,739.6
740.3,739.335
740.08,740.3050000000001
740.88,740.46
740.66,740.72
741.61,741.14
740.48,741.2049999999999
737.81,738.24
739.42,738.6199999999999
741.07,740.125
741.15,740.885
740.28,740.435
739.82,739.775
738.8,739.115
738,738.09
735.53,736.845
736.82,734.33
736.95,737.05
736.42,736.6700000000001
736.89,737.47
732.8,734.765
731.14,732.0550000000001
731.5,731.34
731.7,730.61
731.6,731.2
731.95,732.115
733.43,733.12
733.54,733.565
734.01,733.36
733.84,734.5799999999999
734.07,734.71
735.88,734.6600000000001
737.08,737.0550000000001
743.41,740.1949999999999
740.25,741.89
740.93,740.7
742.2,741.5799999999999
742.13,742.26
746.86,745.03
747.26,746.56
747.87,748.095
746.62,747.145
748.28,747.345
747.21,747.935
745.97,746.735
744.41,745.0350000000001
746.01,745.49
745.74,745.3900000000001
744.96,745.29
742.8,743.62
744.83,744.245
744.3,744.11
746.12,745.0999999999999
743.82,745.0699999999999
744.06,744.08
744.19,744.8399999999999
745.02,744.19
744.19,744.72
744.4,744.8399999999999
743.86,744.405
745.2,744.52
745.1,745.52
744.9,745.15
745.85,746.0350000000001
745.81,746.27
746.11,745.52
744.82,745.5
744.6,745.4549999999999
743.93,744.525
744.35,744.37
746.32,745.685
745.38,745.72
745.42,745.54
742.69,743.9
742.65,742.78
741.57,741.14
742.34,742.43
742.78,742.87
742.29,742.28
741.49,741.9100000000001
740.34,741.0450000000001
742.6,741.12
742,742.24
741.33,741.47
741.39,741.415
740.88,740.995
741.24,740.485
741.06,740.815
741.53,741.45
740.61,741.015
740.65,740.76
742.9,741.915
741.94,742.525
742.03,742.45
740.18,741.575
739.59,740.2249999999999
737.61,738.86
738.66,737.8599999999999
738.95,738.845
739.48,738.9300000000001
739.51,739.7850000000001
738.4,739.04
739.97,738.99
740.48,739.865
736.56,738.245
734.79,736.14
738.6,736.855
737.45,736.95
735.88,736.65
737,736.1
737.18,737.115
736.89,737.36
736.65,736.315
736.83,737.2049999999999
