0.18072,0.18072
0.18074,0.18074
0.18061,0.18061
0.18066,0.18066
0.18082,0.18082
0.18075,0.18075
0.18049,0.18049
0.18014,0.18014
0.18014,0.18014
0.18014,0.18014
0.1802,0.1802
0.17998,0.17998
0.17976,0.17976
0.17868,0.17868
0.17947,0.17947
0.18018,0.18018
0.18024,0.18024
0.18045,0.18045
0.1815,0.1815
0.18222,0.18222
0.1825,0.1825
0.18205,0.18205
0.1813,0.1813
0.18085,0.18085
0.18134,0.18134
0.18052,0.18052
0.17926,0.17926
0.17865,0.17865
0.17968,0.17968
0.17942,0.17942
0.17879,0.17879
0.17919,0.17919
0.17984,0.17984
0.18005,0.18005
0.18009,0.18009
0.18008,0.18008
0.18055,0.18055
0.1805,0.1805
0.18141,0.18141
0.18117,0.18117
0.1805,0.1805
0.18111,0.18111
0.18189,0.18189
0.18233,0.18233
0.18337,0.18337
0.18436,0.18436
0.18349,0.18349
0.18358,0.18358
0.18361,0.18361
0.18381,0.18381
0.18418,0.18418
0.1841,0.1841
0.18374,0.18374
0.18364,0.18364
0.18355,0.18355
0.18315,0.18315
0.18414,0.18414
0.1843,0.1843
0.18459,0.18459
0.18428,0.18428
0.18375,0.18375
0.18379,0.18379
0.18391,0.18391
0.18379,0.18379
0.18414,0.18414
0.18422,0.18422
0.18424,0.18424
0.18406,0.18406
0.18394,0.18394
0.1833,0.1833
0.18309,0.18309
0.1831,0.1831
0.18299,0.18299
0.18309,0.18309
0.18309,0.18309
0.18298,0.18298
0.18358,0.18358
0.1826,0.1826
0.18304,0.18304
0.18221,0.18221
0.18206,0.18206
0.18173,0.18173
0.18196,0.18196
0.18185,0.18185
0.18182,0.18182
0.18204,0.18204
0.18241,0.18241
0.18301,0.18301
0.1824,0.1824
0.18264,0.18264
0.18297,0.18297
0.18322,0.18322
0.18291,0.18291
0.1828,0.1828
0.18298,0.18298
0.183,0.183
0.18299,0.18299
0.18288,0.18288
0.18247,0.18247
0.18266,0.18266
0.1823,0.1823
0.18188,0.18188
0.18036,0.18036
0.17976,0.17976
0.18031,0.18031
0.1803,0.1803
0.18053,0.18053
0.18071,0.18071
0.18103,0.18103
0.18078,0.18078
0.18018,0.18018
0.17974,0.17974
0.18065,0.18065
0.17946,0.17946
0.17838,0.17838
0.17864,0.17864
0.17851,0.17851
0.17904,0.17904
0.17916,0.17916
0.17953,0.17953
0.17955,0.17955
0.17981,0.17981
0.17951,0.17951
0.17909,0.17909
0.17852,0.17852
0.17787,0.17787
0.17718,0.17718
0.179,0.179
0.1786,0.1786
0.17753,0.17753
0.17743,0.17743
0.17743,0.17743
0.17766,0.17766
0.17832,0.17832
0.17866,0.17866
0.17834,0.17834
0.17835,0.17835
0.17899,0.17899
0.17898,0.17898
0.17881,0.17881
0.17875,0.17875
0.17879,0.17879
0.17901,0.17901
0.17901,0.17901
0.179,0.179
0.17954,0.17954
0.17976,0.17976
0.17951,0.17951
0.17959,0.17959
0.17942,0.17942
0.17984,0.17984
0.17982,0.17982
0.17974,0.17974
0.17978,0.17978
0.18029,0.18029
0.18002,0.18002
0.18019,0.18019
0.17999,0.17999
0.18025,0.18025
0.18046,0.18046
0.18039,0.18039
0.18043,0.18043
0.1803,0.1803
0.18055,0.18055
0.18004,0.18004
0.1799,0.1799
0.17987,0.17987
0.17921,0.17921
0.17943,0.17943
0.18,0.18
0.17981,0.17981
0.18047,0.18047
0.18074,0.18074
0.18176,0.18176
0.18198,0.18198
0.1821,0.1821
0.18159,0.18159
0.18185,0.18185
0.18168,0.18168
0.18012,0.18012
0.18015,0.18015
0.18041,0.18041
0.1809,0.1809
0.18118,0.18118
0.18083,0.18083
0.18121,0.18121
0.18141,0.18141
0.18094,0.18094
0.18102,0.18102
0.18074,0.18074
0.18081,0.18081
0.18103,0.18103
0.18108,0.18108
0.18137,0.18137
0.18165,0.18165
0.18133,0.18133
0.18086,0.18086
0.18096,0.18096
0.18136,0.18136
0.18126,0.18126
